trans_cm,rot_deg,n_success,n,success_rate,ci95_low,ci95_high,elapsed_sec
0.0,0.0,1,50,0.02,0.0035391680889764604,0.10495686471836953,617.055783033371
2.0,2.0,0,50,0.0,0.0,0.07135003417431873,610.6564779281616
