trans_cm,rot_deg,n_success,n,success_rate,ci95_low,ci95_high,elapsed_sec
0.0,0.0,2,500,0.004,0.0010976075412372681,0.014466014041418871,184.39607644081116
2.0,2.0,1,500,0.002,0.000353127309584542,0.011240992747195207,210.05905318260193
5.0,5.0,5,500,0.01,0.004278690781520357,0.023193435378764938,209.91918087005615
10.0,10.0,2,500,0.004,0.0010976075412372681,0.014466014041418871,210.80541586875916
