trans_cm,rot_deg,n_success,n,success_rate,ci95_low,ci95_high,elapsed_sec
0.0,0.0,9,500,0.018,0.009498085051756854,0.03385204721203399,182.9290051460266
2.0,2.0,5,500,0.01,0.004278690781520357,0.023193435378764938,205.82858276367188
5.0,5.0,10,500,0.02,0.010899065235569357,0.03642056855409787,208.8558657169342
10.0,10.0,7,500,0.014,0.006797703071787358,0.02861342614025071,208.99619841575623
