step,n_success,n,success_rate,ci95_low,ci95_high,elapsed_sec
8000,0,50,0.0,0.0,0.07135003417431873,594.2208750247955
16000,0,50,0.0,0.0,0.07135003417431873,688.0944728851318
24000,9,50,0.18,0.0977008273245379,0.3079631945470261,562.638151884079
32000,1,50,0.02,0.0035391680889764604,0.10495686471836953,574.5207459926605
40000,3,50,0.06,0.020614596364630478,0.16217343370877002,561.6383280754089
