step,m,n_success,n,success_rate,ci95_low,ci95_high,elapsed_sec
0,0.01,0,50,0.0,0.0,0.07135003417431873,3781.088766336441
0,0.01,0,50,0.0,0.0,0.07135003417431873,3500.6975038051605
